respondent_id,question_text,item,answer,other_text
19,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Nein,
20,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
21,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
22,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
23,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
24,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Nein,
25,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
26,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
27,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Nein,
28,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
29,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
30,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
31,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
32,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
33,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
34,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
35,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
36,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
37,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Nein,
38,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Nein,
39,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Nein,
40,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
41,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
42,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
43,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
44,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
45,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Nein,
46,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
47,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Nein,
48,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Nein,
49,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
50,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
51,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
52,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Nein,
53,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Nein,
54,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
55,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
56,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Nein,
57,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
58,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
59,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
60,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
61,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
62,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
63,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
64,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
65,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
66,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Nein,
67,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Nein,
68,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Nein,
69,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
70,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
71,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
72,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
73,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
74,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Nein,
75,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
76,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
77,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
78,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
79,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
80,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Nein,
81,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
82,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
83,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
84,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
85,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
86,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
87,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
88,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
89,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Nein,
90,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Nein,
91,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
92,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
93,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Nein,
94,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
95,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
96,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
97,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Ja,
98,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Nein,
99,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
100,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
101,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
102,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Keine Antwort,
103,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,Die Integration von Zirkularitätskennzahlen in Management - Cockpits oder Dashboards würde Entscheidungen stärker an Nachhaltigkeitszielen unseres Unternehmens ausrichten.,Nein,
1,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Der Einsatz von datengetriebenen Methoden (z. B. Predictive Analytics, Sprachmodelle) wird in unserem Unternehmen als Chance gesehen, regelmäßige das Kennzahlensystem anzupassen und weiterzuentwickeln.",Nein,
2,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Der Einsatz von datengetriebenen Methoden (z. B. Predictive Analytics, Sprachmodelle) wird in unserem Unternehmen als Chance gesehen, regelmäßige das Kennzahlensystem anzupassen und weiterzuentwickeln.",Ja,
3,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Der Einsatz von datengetriebenen Methoden (z. B. Predictive Analytics, Sprachmodelle) wird in unserem Unternehmen als Chance gesehen, regelmäßige das Kennzahlensystem anzupassen und weiterzuentwickeln.",Nein,
4,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Der Einsatz von datengetriebenen Methoden (z. B. Predictive Analytics, Sprachmodelle) wird in unserem Unternehmen als Chance gesehen, regelmäßige das Kennzahlensystem anzupassen und weiterzuentwickeln.",Nein,
5,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Der Einsatz von datengetriebenen Methoden (z. B. Predictive Analytics, Sprachmodelle) wird in unserem Unternehmen als Chance gesehen, regelmäßige das Kennzahlensystem anzupassen und weiterzuentwickeln.",Keine Antwort,
6,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Der Einsatz von datengetriebenen Methoden (z. B. Predictive Analytics, Sprachmodelle) wird in unserem Unternehmen als Chance gesehen, regelmäßige das Kennzahlensystem anzupassen und weiterzuentwickeln.",Keine Antwort,
7,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Der Einsatz von datengetriebenen Methoden (z. B. Predictive Analytics, Sprachmodelle) wird in unserem Unternehmen als Chance gesehen, regelmäßige das Kennzahlensystem anzupassen und weiterzuentwickeln.",Nein,
8,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Der Einsatz von datengetriebenen Methoden (z. B. Predictive Analytics, Sprachmodelle) wird in unserem Unternehmen als Chance gesehen, regelmäßige das Kennzahlensystem anzupassen und weiterzuentwickeln.",Keine Antwort,
9,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Der Einsatz von datengetriebenen Methoden (z. B. Predictive Analytics, Sprachmodelle) wird in unserem Unternehmen als Chance gesehen, regelmäßige das Kennzahlensystem anzupassen und weiterzuentwickeln.",Nein,
