analysis_key,question_text,target_question,item,company_size_class,answer,n,total,pct,denom_type
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktionsprozess(z.B. Ressourcen - und Energieverbräuche, ...)",GU,Keine Erfassung,2,42,4.761904761904762,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktionsprozess(z.B. Ressourcen - und Energieverbräuche, ...)",GU,"Manuelle Erfassung, keine Nutzung",3,42,7.142857142857142,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktionsprozess(z.B. Ressourcen - und Energieverbräuche, ...)",GU,"Manuelle Erfassung, manuelle Auswertung",6,42,14.285714285714285,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktionsprozess(z.B. Ressourcen - und Energieverbräuche, ...)",KMU,"Automatisierte Erfassung, automatisierte Auswertung",4,20,20.0,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktionsprozess(z.B. Ressourcen - und Energieverbräuche, ...)",KMU,"Automatisierte Erfassung, manuelle Auswertung",11,20,55.00000000000001,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktionsprozess(z.B. Ressourcen - und Energieverbräuche, ...)",KMU,Keine Erfassung,2,20,10.0,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Produktionsprozess(z.B. Ressourcen - und Energieverbräuche, ...)",KMU,"Manuelle Erfassung, manuelle Auswertung",3,20,15.0,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.",Qualitätsmanagement und Qualitätskontrolle,GU,"Automatisierte Erfassung, automatisierte Auswertung",10,41,24.390243902439025,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.",Qualitätsmanagement und Qualitätskontrolle,GU,"Automatisierte Erfassung, manuelle Auswertung",11,41,26.82926829268293,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.",Qualitätsmanagement und Qualitätskontrolle,GU,Keine Erfassung,1,41,2.4390243902439024,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.",Qualitätsmanagement und Qualitätskontrolle,GU,"Manuelle Erfassung, keine Nutzung",1,41,2.4390243902439024,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.",Qualitätsmanagement und Qualitätskontrolle,GU,"Manuelle Erfassung, manuelle Auswertung",18,41,43.90243902439025,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.",Qualitätsmanagement und Qualitätskontrolle,KMU,"Automatisierte Erfassung, automatisierte Auswertung",3,23,13.043478260869565,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.",Qualitätsmanagement und Qualitätskontrolle,KMU,"Automatisierte Erfassung, manuelle Auswertung",7,23,30.434782608695656,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.",Qualitätsmanagement und Qualitätskontrolle,KMU,Keine Erfassung,1,23,4.3478260869565215,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.",Qualitätsmanagement und Qualitätskontrolle,KMU,"Manuelle Erfassung, keine Nutzung",1,23,4.3478260869565215,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.",Qualitätsmanagement und Qualitätskontrolle,KMU,"Manuelle Erfassung, manuelle Auswertung",11,23,47.82608695652174,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Ressourcenplanung(z.B. Transportplanung, Nachfrageprognose, Auftragsplanung, Riskomanagement)",GU,"Automatisierte Erfassung, automatisierte Auswertung",4,38,10.526315789473683,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Ressourcenplanung(z.B. Transportplanung, Nachfrageprognose, Auftragsplanung, Riskomanagement)",GU,"Automatisierte Erfassung, manuelle Auswertung",14,38,36.84210526315789,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Ressourcenplanung(z.B. Transportplanung, Nachfrageprognose, Auftragsplanung, Riskomanagement)",GU,Keine Erfassung,1,38,2.631578947368421,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Ressourcenplanung(z.B. Transportplanung, Nachfrageprognose, Auftragsplanung, Riskomanagement)",GU,"Manuelle Erfassung, keine Nutzung",2,38,5.263157894736842,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Ressourcenplanung(z.B. Transportplanung, Nachfrageprognose, Auftragsplanung, Riskomanagement)",GU,"Manuelle Erfassung, manuelle Auswertung",17,38,44.73684210526316,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Ressourcenplanung(z.B. Transportplanung, Nachfrageprognose, Auftragsplanung, Riskomanagement)",KMU,"Automatisierte Erfassung, automatisierte Auswertung",2,22,9.090909090909092,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Ressourcenplanung(z.B. Transportplanung, Nachfrageprognose, Auftragsplanung, Riskomanagement)",KMU,"Automatisierte Erfassung, manuelle Auswertung",7,22,31.818181818181817,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Ressourcenplanung(z.B. Transportplanung, Nachfrageprognose, Auftragsplanung, Riskomanagement)",KMU,Keine Erfassung,3,22,13.636363636363635,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Ressourcenplanung(z.B. Transportplanung, Nachfrageprognose, Auftragsplanung, Riskomanagement)",KMU,"Manuelle Erfassung, keine Nutzung",2,22,9.090909090909092,item_valid_total
daten_erfassung,"Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Bitte bewerten Sie, inwieweit Daten in Ihrem Unernehmen erfasst und genutzt werden.","Ressourcenplanung(z.B. Transportplanung, Nachfrageprognose, Auftragsplanung, Riskomanagement)",KMU,"Manuelle Erfassung, manuelle Auswertung",8,22,36.36363636363637,item_valid_total
