respondent_id,question_text,item,answer
31,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Nein
32,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Ja
33,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Ja
34,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Ja
35,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Keine Antwort
36,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Nein
37,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Nein
38,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Ja
39,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Nein
40,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Nein
41,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Ja
42,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Keine Antwort
43,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Ja
44,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Nein
45,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Nein
46,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Keine Antwort
47,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Nein
48,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Nein
49,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Nein
50,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Nein
51,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Nein
52,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Nein
53,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Nein
54,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Nein
55,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Keine Antwort
56,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Ja
57,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Ja
58,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Ja
59,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Nein
60,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Ja
61,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Nein
62,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Ja
63,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Nein
64,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Ja
65,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Nein
66,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Keine Antwort
67,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Nein
68,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,In unserem Unternehmen ist die Kennzahlenstruktur (Kaskade) für lineare Produktionsprozesse klar definiert und mit den strategischen Zielen verknüpft.,Ja
1,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
2,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
3,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
4,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Ja
5,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
6,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
7,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
8,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Keine Antwort
9,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
10,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Keine Antwort
11,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Keine Antwort
12,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
13,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Ja
14,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Keine Antwort
15,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
16,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Ja
17,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
18,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Ja
19,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
20,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
21,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
22,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Keine Antwort
23,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Keine Antwort
24,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
25,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Ja
26,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Keine Antwort
27,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Ja
28,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
29,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
30,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
31,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Ja
32,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
33,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
34,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
35,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Keine Antwort
36,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
37,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
38,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
39,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
40,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
41,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
42,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Keine Antwort
43,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
44,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
45,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
46,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Keine Antwort
47,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
48,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
49,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
50,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
51,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
52,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
53,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
54,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
55,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Keine Antwort
56,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Ja
57,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Ja
58,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
59,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
60,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
61,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Ja
62,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
63,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
64,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
65,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
66,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Keine Antwort
67,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Nein
68,Stimmen Sie nachfolgenden Aussagen zur Digitalisierung und Quantifizierung zirkulärer Wertschöpfungsprozesse zu?,"Für zirkuläre Prozesse (z.B. Rückführung, Aufbereitung, Remanufacturing) existieren vergleichbare Kennzahlensysteme.",Ja
